cp,artist,song,section,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres,text_2,type,key_labels
"1,5,6,4,1",sia,elastic heart,chorus,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"1,5,6,4,1",sia,elastic heart,pre-chorus,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"1,5,6,4,1",sia,elastic heart,verse,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","And another one bites the dust
But why can I not conquer love?
And I might've got to be with one
Why not fight this war without weapons?
And I want it and I wanted it bad
But there were so many red flags
Now another one bites the dust
And let's be clear, I trust no one
You did not break me
I've got an elastic heart
Yeah, I've got an elastic heart
And I will stay up through the night
Let's be clear, I won't close my eyes
And I know that I can survive
I walked through fire to save my life
And I want it, I want my life so bad
And I'm doing everything I can
Then another one bites the dust
It's hard to lose a chosen one
You did not break me (You did not break me, no, no)",australian dance,$A$
"1,5,6,4,1",sia,elastic heart,chorus lead-out,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"4,1,5,6,4",sia,elastic heart,chorus,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"4,1,5,6,4",sia,elastic heart,pre-chorus,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"4,1,5,6,4",sia,elastic heart,verse,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","And another one bites the dust
But why can I not conquer love?
And I might've got to be with one
Why not fight this war without weapons?
And I want it and I wanted it bad
But there were so many red flags
Now another one bites the dust
And let's be clear, I trust no one
You did not break me
I've got an elastic heart
Yeah, I've got an elastic heart
And I will stay up through the night
Let's be clear, I won't close my eyes
And I know that I can survive
I walked through fire to save my life
And I want it, I want my life so bad
And I'm doing everything I can
Then another one bites the dust
It's hard to lose a chosen one
You did not break me (You did not break me, no, no)",australian dance,$A$
"4,1,5,6,4",sia,elastic heart,chorus lead-out,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"6,4,1,5,6",sia,elastic heart,chorus,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"6,4,1,5,6",sia,elastic heart,pre-chorus,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"6,4,1,5,6",sia,elastic heart,verse,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","And another one bites the dust
But why can I not conquer love?
And I might've got to be with one
Why not fight this war without weapons?
And I want it and I wanted it bad
But there were so many red flags
Now another one bites the dust
And let's be clear, I trust no one
You did not break me
I've got an elastic heart
Yeah, I've got an elastic heart
And I will stay up through the night
Let's be clear, I won't close my eyes
And I know that I can survive
I walked through fire to save my life
And I want it, I want my life so bad
And I'm doing everything I can
Then another one bites the dust
It's hard to lose a chosen one
You did not break me (You did not break me, no, no)",australian dance,$A$
"6,4,1,5,6",sia,elastic heart,chorus lead-out,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"5,6,4,1,5",sia,elastic heart,chorus,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"5,6,4,1,5",sia,elastic heart,pre-chorus,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"5,6,4,1,5",sia,elastic heart,verse,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","And another one bites the dust
But why can I not conquer love?
And I might've got to be with one
Why not fight this war without weapons?
And I want it and I wanted it bad
But there were so many red flags
Now another one bites the dust
And let's be clear, I trust no one
You did not break me
I've got an elastic heart
Yeah, I've got an elastic heart
And I will stay up through the night
Let's be clear, I won't close my eyes
And I know that I can survive
I walked through fire to save my life
And I want it, I want my life so bad
And I'm doing everything I can
Then another one bites the dust
It's hard to lose a chosen one
You did not break me (You did not break me, no, no)",australian dance,$A$
"5,6,4,1,5",sia,elastic heart,chorus lead-out,0.421,0.7909999999999999,9.0,-4.998,1.0,0.0496,0.0117,1.4800000000000002e-05,0.146,0.499,130.075,257200.0,4.0,5,"['australian dance', 'australian pop', 'dance pop', 'pop']","I'm still fighting for peace
Well I've got thick skin and an elastic heart
But your blade it might be too sharp
I'm like a rubber band until you pull too hard
But I may snap when I move close
But you won't see me move no more
Cause I've got an elastic heart",australian dance,$A$
"4,1,5,4",the script,the man who can't be moved,chorus lead-out,0.609,0.629,10.0,-5.024,1.0,0.0264,0.425,0.0,0.0978,0.325,99.955,241467.0,4.0,4,"['celtic rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']","Going back to the corner where I first saw you,
'Cause if one day you wake up and find that you're missing me,
And your heart starts to wonder where on this earth I can be,
Thinking maybe you'll come back here to the place that we'd meet,
And you'd see me waiting for you on the corner of the street.
So I'm not moving
I'm not moving
I'm the man who can't be moved",celtic rock,$A♯/B♭$
"4,1,5,4",chicago,25 or 6 to 4,chorus,0.604,0.905,4.0,-7.059,0.0,0.0578,0.309,0.0632,0.0837,0.723,147.44799999999998,289800.0,4.0,4,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']","Waiting for the break of day
Searching for something to say
Twenty five or six to four",adult standards,$E$
"4,1,5,4",lynyrd skynyrd,tuesday's gone,chorus,0.26,0.8390000000000001,1.0,-4.363,1.0,0.0449,0.0115,0.0258,0.573,0.38,146.912,461480.0,3.0,4,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']","Tuesday's gone with the wind.
My baby's gone, with the wind.
Train roll on
I can't change",album rock,$C♯/D♭$
"1,5,6,4,1",lynyrd skynyrd,tuesday's gone,intro,0.26,0.8390000000000001,1.0,-4.363,1.0,0.0449,0.0115,0.0258,0.573,0.38,146.912,461480.0,3.0,5,"['album rock', 'blues-rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']","Train roll on, on down the line,
Won't you please take me far, far away.
Now I feel the wind blow, outside my door,
I'm leavin' my woman at home, oh yeah.
Tuesday's gone with the wind,
My baby's gone, gone with the wind.
And I don't know, oh, where I'm goin'.
I just want to be left alone.
When this train ends, I'll try again.
I'm leavin' my woman at home.
My baby's gone
Train roll on many miles from my home,see I'm,
I'm ridin' my blues, babe, blues away, yeah.
But Tuesday you see, a she had to be free.
Somehow I got to, to carry on.
My baby's gone.
Train roll on...train roll on...
Roll on train...roll on train...roll on train
Train roll on...the train, it rolls on
Train rolls on I can't change, I can't change,
I can't change, I can't change,I can't change...
Ride on train
Lord, I can't change",album rock,$C♯/D♭$
